FlightNo,X,Y,Z
FL03491,152.887,6805.181,10190.519
FL03492,6530.505,4817.754,6004.183
FL03493,7057.479,5188.655,11056.754
FL03494,7268.39,4193.495,2738.019
FL03495,7253.129,3606.025,2019.182
FL03496,5325.504,719.001,6653.952
FL03497,6541.894,9364.779,1119.721
FL03498,4467.098,1124.674,11223.44
FL03499,2196.368,9779.837,9169.934
FL03500,1524.987,3758.948,41.955
FL03501,248.737,8110.78,9985.877
FL03502,3238.505,3004.857,6934.254
FL03503,9810.495,4407.223,9084.778
FL03504,6504.106,3660.108,9850.309
FL03505,4803.154,2348.26,5480.37
FL03506,9293.873,6626.37,3933.08
FL03507,3054.09,575.635,3439.295
FL03508,3292.907,1844.962,8771.948
FL03509,8141.634,6463.099,10472.388
FL03510,9780.097,7488.041,4014.578
FL03511,4.533,7040.688,2401.025
FL03512,2102.683,5002.58,10034.91
FL03513,5203.32,6139.416,7297.671
FL03514,3590.554,5453.164,1332.262
FL03515,1825.266,8983.049,1280.424
FL03516,106.999,9516.9,3725.296
FL03517,566.28,5788.087,4493.596
FL03518,9982.564,2631.963,10972.119
FL03519,879.039,151.344,9136.742
FL03520,1219.976,7363.474,2014.958
FL03521,7945.128,7707.008,1150.254
FL03522,2237.625,8456.887,8804.105
FL03523,2892.636,9522.549,4864.673
FL03524,2268.786,1853.111,7016.498
FL03525,3267.325,2009.333,10534.541
FL03526,7029.946,3136.639,6667.978
FL03527,5101.648,531.021,10749.947
FL03528,9609.102,2990.792,4113.343
FL03529,4710.388,2121.309,10997.695
FL03530,5536.201,973.853,4760.701
FL03531,1156.701,5164.763,8487.316
FL03532,9821.959,6132.286,4053.528
FL03533,8213.53,9207.985,4566.611
FL03534,3015.059,6697.436,3960.045
FL03535,7121.48,8823.502,631.518
FL03536,165.582,9337.268,11798.154
FL03537,4040.791,1966.333,7243.474
FL03538,8916.031,6454.421,10395.274
FL03539,6738.14,1330.414,2434.266
FL03540,7128.61,2104.509,8936.837
FL03541,5726.964,1272.185,7158.572
FL03542,8854.57,5658.713,9848.564
FL03543,2978.543,3377.013,4308.632
FL03544,2325.394,5247.515,8314.229
FL03545,9983.13,265.222,4918.404
FL03546,5470.869,7647.298,4355.339
FL03547,7775.565,5637.69,9103.24
FL03548,3355.612,1659.743,7131.002
FL03549,587.71,5989.052,3962.807
FL03550,9729.514,3113.749,11800.852
FL03551,5518.778,8550.046,3964.267
FL03552,3769.157,8468.061,7152.929
FL03553,1699.926,8865.413,6333.109
FL03554,2023.566,743.07,3833.758
FL03555,4009.137,8543.026,5852.838
FL03556,188.522,3993.658,6615.164
FL03557,6240.12,507.695,9427.978
FL03558,162.15,9970.875,10970.876
FL03559,4363.14,8103.422,2608.123
FL03560,1167.283,3013.041,6969.139
FL03561,8463.097,6766.573,1251.182
FL03562,4363.458,107.282,8221.601
FL03563,9878.135,6035.84,5166.592
FL03564,112.828,1894.634,8081.525
FL03565,7671.125,8360.975,360.133
FL03566,9122.777,2717.963,9167.494
FL03567,2853.396,8759.03,7161.869
FL03568,3578.706,2462.459,7959.946
FL03569,3907.809,3157.274,3893.446
FL03570,8573.091,7763.058,10243.853
FL03571,2026.575,9086.134,534.69
FL03572,204.241,5987.639,2533.309
FL03573,9865.63,9224.136,11429.46
FL03574,7453.299,1909.363,5081.724
FL03575,9055.244,4448.153,10013.449
FL03576,6582.188,3339.26,1265.337
FL03577,1243.215,5273.391,9751.094
FL03578,3644.808,9513.267,761.354
FL03579,4849.404,4624.422,9172.213
FL03580,7054.576,9600.245,333.005
FL03581,5902.013,8265.54,11221.84
FL03582,5665.345,7559.917,2970.975
FL03583,5042.383,9881.892,10732.631
FL03584,2984.558,603.639,1376.736
FL03585,4497.363,4464.298,5286.918
FL03586,9750.909,8466.271,8418.784
FL03587,8492.623,1292.951,287.681
FL03588,9233.508,8069.658,5575.184
FL03589,3100.563,5244.685,9695.011
FL03590,4000.36,4494.894,6161.059
FL03591,9709.875,3777.246,2085.633
FL03592,3953.639,3635.709,3418.483
FL03593,5392.982,3536.845,1533.97
FL03594,9995.072,6101.115,9459.366
FL03595,4840.414,7904.657,387.971
FL03596,477.452,4051.39,11378.791
FL03597,9171.994,2546.401,10959.385
FL03598,293.691,2485.844,6133.069
FL03599,4480.785,5999.476,1125.5
FL03600,6750.28,7086.739,9199.382
FL03601,1661.286,4947.807,2924.337
FL03602,8661.087,7569.453,2996.145
FL03603,4960.765,5666.437,11548.476
FL03604,8626.842,4534.768,7329.006
FL03605,5263.009,5907.442,7480.28
FL03606,1891.671,1971.389,6578.222
FL03607,2364.786,81.233,5756.445
FL03608,2476.903,8430.16,11444.671
FL03609,2265.157,3840.513,11668.433
FL03610,5491.375,3209.061,5199.846
FL03611,6329.048,3194.601,5628.977
FL03612,4319.267,3004.734,2157.184
FL03613,5104.888,2346.253,3880.363
FL03614,5170.17,7755.403,5495.156
FL03615,452.469,2879.316,6397.008
FL03616,685.653,2009.842,4344.154
FL03617,3115.133,2782.215,1176.844
FL03618,6037.22,9163.484,2494.123
FL03619,8093.95,3794.086,7379.374
FL03620,663.912,7813.026,1579.486
FL03621,4618.456,5258.611,1401.19
FL03622,6166.404,4393.635,6148.64
FL03623,1218.763,9442.069,98.049
FL03624,2057.875,9155.421,11962.84
FL03625,2208.932,6695.997,2565.237
FL03626,1730.675,4902.148,1503.844
FL03627,1027.753,4869.974,1869.572
FL03628,1100.837,4037.883,8429.846
FL03629,9375.677,9787.504,2809.432
FL03630,1958.561,4086.59,3436.769
FL03631,1125.452,166.264,8433.538
FL03632,7428.424,9412.846,6845.014
FL03633,9772.932,5169.783,10858.51
FL03634,7733.664,1683.974,11107.363
FL03635,1513.869,2373.315,130.029
FL03636,3207.393,9674.913,1397.266
FL03637,7702.589,1602.39,7553.422
FL03638,2142.918,3911.961,6326.811
FL03639,5451.242,6417.798,1001.805
FL03640,1657.773,9461.032,2882.942
FL03641,4652.79,6927.976,8739.257
FL03642,7261.513,9637.822,5073.142
FL03643,160.213,9611.721,156.489
FL03644,3841.801,1023.716,10906.867
FL03645,9715.0,848.8,8354.579
FL03646,8482.235,9950.55,11386.992
FL03647,8561.583,6739.81,8667.079
FL03648,2703.738,8153.394,5315.995
FL03649,9338.377,6961.505,8732.924
FL03650,8738.659,4971.097,9692.381
FL03651,1183.792,3550.13,10669.858
FL03652,5942.913,701.648,9110.025
FL03653,2869.552,9094.429,11008.702
FL03654,2937.42,5524.521,8957.772
FL03655,4328.302,7394.852,728.157
FL03656,2579.799,6691.048,11086.817
FL03657,9046.926,209.166,596.951
FL03658,6279.655,2083.601,4765.291
FL03659,3907.038,9455.529,2929.925
FL03660,2772.999,8125.344,4088.78
FL03661,2376.181,8170.156,7446.119
FL03662,5226.175,6280.15,5396.659
FL03663,3449.166,5960.832,6286.677
FL03664,6189.584,3448.415,3321.723
FL03665,7245.866,7139.642,5869.382
FL03666,4074.012,9947.839,6546.498
FL03667,9939.185,6501.221,2173.251
FL03668,302.431,9797.406,2758.631
FL03669,5428.065,899.822,6383.038
FL03670,3580.598,7230.412,265.639
FL03671,7221.991,5769.034,4878.972
FL03672,3256.253,1935.632,8224.658
FL03673,4225.724,5666.661,4860.822
FL03674,7404.834,9126.103,2620.973
FL03675,1134.755,6667.006,11024.09
FL03676,9358.131,4293.861,8703.874
FL03677,6319.247,7957.375,10046.747
FL03678,6773.182,1495.524,8403.958
FL03679,8638.638,8472.438,7766.352
FL03680,1463.214,5352.287,2527.814
FL03681,4291.252,1611.912,1629.696
FL03682,1181.767,7288.828,3194.196
FL03683,3176.266,2877.093,8129.92
FL03684,7183.962,2361.852,4102.536
FL03685,8502.056,5049.911,3986.541
FL03686,9956.985,9718.161,8495.788
FL03687,3784.819,8638.131,1497.056
FL03688,5545.573,1838.509,540.931
FL03689,9266.413,8416.915,9017.509
FL03690,2835.925,9216.816,7530.087
FL03691,5823.835,2546.363,10482.076
FL03692,5587.196,9477.145,8925.805
FL03693,3801.832,125.069,11559.25
FL03694,1594.538,7299.084,612.534
FL03695,8013.838,4102.431,7201.452
FL03696,7254.015,5628.221,3068.121
FL03697,5868.624,4331.477,10927.058
FL03698,9991.867,8869.661,4204.36
FL03699,3745.102,9146.15,11395.391
FL03700,6967.935,4208.619,3427.004
FL03701,7192.746,2318.936,5229.897
FL03702,5406.467,1565.764,6346.87
FL03703,8671.896,4262.812,8815.129
FL03704,8861.014,6041.286,4538.438
FL03705,2934.242,3769.292,9423.642
FL03706,4395.486,7485.52,10382.25
FL03707,1739.971,2900.148,3922.688
FL03708,4543.245,2130.26,9231.709
FL03709,124.918,4886.284,10459.568
FL03710,1320.34,1107.926,5767.569
FL03711,2889.003,7057.122,4584.16
FL03712,5674.506,7615.274,6824.999
FL03713,2855.543,963.383,8628.056
FL03714,7064.763,6313.081,8791.041
FL03715,9399.627,2659.065,732.186
FL03716,9750.188,5486.32,11413.55
FL03717,235.165,9938.183,5951.438
FL03718,4340.77,151.816,5312.003
FL03719,2359.435,5970.225,11178.886
FL03720,2493.813,1502.926,1204.852
FL03721,6851.735,1140.077,11522.956
FL03722,6058.97,4358.401,5750.998
FL03723,3828.226,1065.004,10350.456
FL03724,6987.711,2205.464,6362.17
FL03725,5620.288,5527.756,9439.965
FL03726,3652.363,6137.103,6355.14
FL03727,9919.433,3551.858,5830.642
FL03728,8099.732,5666.04,10879.23
FL03729,7200.597,2046.278,9373.576
FL03730,4849.218,6802.657,5228.204
FL03731,5064.979,6534.675,7808.115
FL03732,6416.208,7659.463,5655.52
FL03733,3218.236,4685.75,11950.15
FL03734,901.85,2769.216,207.532
FL03735,3347.127,6054.496,8537.991
FL03736,8620.811,1516.746,11329.557
FL03737,3663.803,2871.521,8997.259
FL03738,8981.189,4819.771,6251.706
FL03739,574.448,6553.826,320.786
FL03740,1331.168,7275.48,384.233
FL03741,153.947,466.158,9355.593
FL03742,4172.571,7867.321,8412.99
FL03743,2156.241,5457.579,6576.217
FL03744,4422.169,4186.234,3800.006
FL03745,9903.002,1169.208,5803.949
FL03746,3555.74,1372.586,3334.986
FL03747,6193.513,4874.875,5362.973
FL03748,4032.595,4446.562,5259.912
FL03749,5329.598,1753.05,11565.041
FL03750,8343.695,8617.69,5512.248
FL03751,2620.158,2872.615,6022.176
FL03752,8447.39,1013.188,3740.426
FL03753,9779.504,3665.89,1703.839
FL03754,3423.514,3956.736,9374.236
FL03755,6986.943,6869.102,2680.365
FL03756,8276.661,5025.543,9484.665
FL03757,5082.406,4110.569,10776.992
FL03758,8171.28,8827.435,6348.531
FL03759,6231.397,4154.213,9615.265
FL03760,3379.54,9725.207,1235.787
FL03761,9618.801,4458.98,820.656
FL03762,1332.876,8290.034,11517.242
FL03763,1241.273,9730.191,5722.689
FL03764,2746.885,8679.151,11893.545
FL03765,4362.027,2436.749,4519.112
FL03766,3481.663,1385.576,5932.695
FL03767,4935.982,4907.239,9389.344
FL03768,8905.897,8692.539,9884.031
FL03769,5429.199,5178.259,8325.028
FL03770,5574.548,9505.358,11712.048
FL03771,1181.966,9474.186,904.328
FL03772,9448.381,9852.905,8906.547
FL03773,6923.511,6914.926,4640.818
FL03774,3855.935,4521.995,742.444
FL03775,3203.212,7348.829,7950.366
FL03776,2762.89,4777.434,7989.329
FL03777,2677.131,6929.6,2768.159
FL03778,5211.974,6774.959,6779.692
FL03779,4635.374,9612.508,9669.93
FL03780,8097.497,2478.85,10808.012
FL03781,2109.778,488.025,9972.573
FL03782,3021.124,1258.964,1097.917
FL03783,395.99,742.97,3039.246
FL03784,6895.816,2390.108,1928.202
FL03785,6953.558,4367.204,5976.022
FL03786,314.735,1462.56,8069.674
FL03787,4737.133,835.582,8607.398
FL03788,5354.565,857.257,3024.962
FL03789,1176.824,9162.353,5612.014
FL03790,9228.679,6949.092,5504.874
FL03791,7706.143,4753.096,9030.84
FL03792,8104.168,4243.725,2301.695
FL03793,732.543,4195.546,1359.895
FL03794,9600.858,3084.742,266.796
FL03795,8246.976,2933.531,10.046
FL03796,790.229,9618.765,10244.374
FL03797,2291.138,3122.128,3486.799
FL03798,8643.415,5151.57,382.142
FL03799,737.369,9206.714,11685.289
FL03800,6604.714,891.399,8247.041
FL03801,5653.913,8818.736,10541.282
FL03802,2470.203,1710.255,11510.604
FL03803,5061.706,9167.102,5044.113
FL03804,2379.761,7404.252,3770.56
FL03805,8024.948,4900.317,7226.595
FL03806,5945.191,6501.568,6505.8
FL03807,4906.619,4810.52,4808.815
FL03808,4029.895,6491.886,11376.926
FL03809,2768.934,7574.423,871.31
FL03810,9155.217,9976.181,9576.448
FL03811,598.519,4460.638,11072.609
FL03812,2464.058,617.378,7319.847
FL03813,6186.968,1122.889,2649.513
FL03814,3950.679,9892.71,8238.782
FL03815,4759.531,2563.635,2072.223
FL03816,8186.558,4970.928,7175.569
FL03817,8598.629,1840.815,11194.41
FL03818,4150.623,5782.728,11443.649
FL03819,9541.826,25.045,11781.42
FL03820,1778.835,885.629,4515.316
FL03821,9138.484,8180.973,1454.113
FL03822,9920.983,7709.725,699.213
FL03823,3172.273,3475.528,10265.748
FL03824,4729.479,9447.197,6409.308
FL03825,7930.388,5257.572,11565.496
FL03826,6690.642,6799.395,5277.88
FL03827,8955.221,9181.672,10324.405
FL03828,1581.352,6440.936,2565.616
FL03829,618.39,1792.678,5508.003
FL03830,9194.487,7349.113,11849.481
FL03831,1308.569,7467.266,8300.49
FL03832,9966.441,3437.856,1972.955
FL03833,6313.178,2354.489,6492.933
FL03834,3064.149,697.852,11045.245
FL03835,4371.787,429.46,2398.813
FL03836,8571.011,6235.654,9756.049
FL03837,7678.588,8186.335,7475.445
FL03838,3979.531,5698.176,1680.753
FL03839,7173.335,2122.009,10212.463
FL03840,7716.025,3204.198,7341.004
FL03841,9224.689,2892.393,8211.835
FL03842,3738.214,5494.777,10272.865
FL03843,7155.165,7670.61,8995.8
FL03844,1450.716,3443.703,6318.313
FL03845,3349.857,20.798,6600.533
FL03846,3415.432,7239.055,5271.723
FL03847,6802.551,9985.08,2808.48
FL03848,766.146,8877.017,8328.694
FL03849,7737.918,9450.815,6583.038
FL03850,1430.45,5794.573,4789.203
FL03851,5070.324,7380.888,10115.248
FL03852,7522.93,8181.984,5371.829
FL03853,8859.321,9750.174,10148.293
FL03854,7363.695,2791.648,1271.015
FL03855,8834.692,2836.332,5258.907
FL03856,8818.4,2371.573,5359.145
FL03857,9481.142,4567.818,7368.98
FL03858,355.913,6596.585,435.189
FL03859,1648.362,2540.421,11927.294
FL03860,6743.418,3899.299,5886.623
FL03861,3020.809,6838.018,9267.908
FL03862,6012.61,5778.618,2933.662
FL03863,2959.279,9564.054,5322.636
FL03864,7285.137,7270.824,1002.87
FL03865,9098.409,7344.929,8881.962
FL03866,3944.386,6227.258,476.727
FL03867,7933.219,7945.389,1206.044
FL03868,873.258,3958.664,11203.14
FL03869,4677.524,1769.47,6713.681
FL03870,938.624,9843.731,5279.12
FL03871,5006.56,4504.414,6260.921
FL03872,3459.286,1380.556,2492.852
FL03873,3955.219,8046.504,7600.842
FL03874,896.871,2887.407,11447.211
FL03875,1430.499,8533.584,10878.109
FL03876,6533.346,7604.752,2865.797
FL03877,3141.293,6959.654,1713.011
FL03878,3756.682,1369.197,271.775
FL03879,8871.484,5450.42,11240.822
FL03880,5556.116,9963.777,1527.661
FL03881,5308.724,1427.207,3105.349
FL03882,2657.466,2764.075,5745.978
FL03883,8410.557,7564.411,3303.596
FL03884,3504.914,7312.022,40.655
FL03885,6826.091,7157.457,10952.183
FL03886,5827.588,6024.906,4368.208
FL03887,9980.885,7156.57,2041.889
FL03888,8575.527,246.527,8390.983
FL03889,5583.189,3784.2,2508.108
FL03890,9311.375,4948.297,6066.568
FL03891,5927.799,8676.789,3312.632
FL03892,1620.761,1682.781,963.054
FL03893,8131.076,5132.11,3182.013
FL03894,2226.939,9728.983,2476.717
FL03895,9203.183,6860.158,10260.769
FL03896,2920.412,6439.793,6878.393
FL03897,7730.338,4136.435,689.244
FL03898,7299.709,7750.483,7071.89
FL03899,2585.221,5577.5,4034.146
FL03900,6320.182,3653.339,7806.879
FL03901,5642.153,1545.226,6899.135
FL03902,3702.3,7491.868,365.346
FL03903,8459.914,9775.528,10248.84
FL03904,172.52,9283.045,3761.825
FL03905,5432.735,2576.027,9690.144
FL03906,3878.943,2703.822,5133.725
FL03907,7450.552,6820.749,11013.953
FL03908,5026.795,5036.367,10823.286
FL03909,8537.688,7798.581,10989.565
FL03910,7082.231,1650.957,3394.161
FL03911,5412.447,7867.593,2410.854
FL03912,2433.247,412.004,7383.822
FL03913,742.723,7110.141,11761.412
FL03914,9463.71,9436.294,11239.778
FL03915,7547.298,6062.802,7320.152
FL03916,930.474,8084.591,11006.75
FL03917,7337.459,7237.179,4517.285
FL03918,5805.352,5146.705,11230.513
FL03919,2322.506,4533.328,1858.372
FL03920,7300.73,3750.952,1275.193
FL03921,8055.582,9856.232,3040.838
FL03922,8787.964,161.635,2171.422
FL03923,9640.842,2523.638,3676.972
FL03924,6147.267,7846.689,2559.679
FL03925,575.303,6593.522,8538.853
FL03926,8143.461,4093.03,925.245
FL03927,4582.424,2492.669,10788.23
FL03928,618.039,2030.233,2199.736
FL03929,7487.841,4617.995,5411.704
FL03930,9640.495,6325.887,383.162
FL03931,3705.762,6990.819,5099.691
FL03932,5445.595,8797.916,7390.744
FL03933,8858.221,9730.076,3454.389
FL03934,2593.119,588.168,3215.764
FL03935,4271.045,3904.17,2901.645
FL03936,8491.591,3576.242,819.4
FL03937,8755.68,5784.016,4169.661
FL03938,4201.658,4107.415,7779.19
FL03939,6835.137,6411.008,1330.448
FL03940,9287.993,3235.382,9304.107
FL03941,8607.222,8634.712,4326.779
FL03942,9616.76,3686.58,9282.685
FL03943,3774.245,3290.852,3890.015
FL03944,1249.022,3951.21,7868.299
FL03945,7176.584,7635.941,974.136
FL03946,8112.558,3280.964,5682.619
FL03947,3562.647,9171.043,2276.035
FL03948,1009.329,439.079,10427.331
FL03949,817.858,6251.595,11261.953
FL03950,4341.238,6960.389,9833.142
FL03951,9526.573,8025.75,75.216
FL03952,5297.245,6913.412,1476.847
FL03953,205.935,3727.392,5812.257
FL03954,1144.058,453.313,10289.941
FL03955,8549.765,5216.798,5566.218
FL03956,2294.939,684.488,3077.356
FL03957,3979.099,9271.32,6542.227
FL03958,8901.615,2015.493,5219.25
FL03959,918.841,332.122,4329.827
FL03960,316.536,6573.802,5737.958
FL03961,2094.131,8529.108,3695.457
FL03962,9583.767,3529.208,3383.965
FL03963,4580.526,4866.174,3009.491
FL03964,2274.84,941.49,11967.616
FL03965,4352.176,4702.867,8050.108
FL03966,1510.541,1294.239,6490.57
FL03967,8346.671,7710.131,11705.644
FL03968,2718.902,7145.182,7855.896
FL03969,9834.993,7332.97,11776.797
FL03970,3154.004,8582.035,6154.773
FL03971,248.827,9105.077,6658.157
FL03972,258.217,346.329,1255.741
FL03973,6914.782,8531.624,527.318
FL03974,2492.488,3161.326,163.527
FL03975,9818.516,7502.24,5447.425
FL03976,5663.141,3567.002,4143.948
FL03977,3229.273,658.033,8454.683
FL03978,5988.956,9777.482,8118.62
FL03979,8926.946,296.601,3314.033
FL03980,3819.267,4210.004,10790.134
FL03981,2231.177,4858.651,8721.386
FL03982,5207.327,2989.963,5405.118
FL03983,2954.536,6962.583,10799.421
FL03984,681.568,6724.682,5970.392
FL03985,992.597,8328.027,4403.44
FL03986,9315.95,6650.55,10859.441
FL03987,5763.392,3810.852,452.808
FL03988,9580.223,7933.626,273.31
FL03989,1950.591,9651.774,10512.638
FL03990,4261.201,4548.494,4083.583
FL03991,3543.52,348.77,4292.26
FL03992,7806.403,593.616,3470.036
FL03993,4460.07,3424.36,6599.961
FL03994,2738.775,1812.734,10150.992
FL03995,1867.883,8289.018,2554.423
FL03996,3061.401,7184.699,4165.823
FL03997,9692.778,928.311,3601.543
FL03998,1440.157,3894.914,200.524
FL03999,9590.907,2244.974,6043.613
FL04000,365.275,7370.748,11555.85
FL04001,9734.603,6402.357,6431.888
FL04002,5153.912,5529.584,9826.349
FL04003,7921.197,5000.068,2053.811
FL04004,1088.865,3746.738,859.951
FL04005,3634.625,577.993,6731.904
FL04006,8482.222,2378.933,1370.185
FL04007,1746.323,1023.769,4163.681
FL04008,939.103,8936.003,2445.333
FL04009,9471.832,7877.637,8689.52
FL04010,2869.378,4507.235,9335.423
FL04011,1599.308,786.426,7718.119
FL04012,6495.759,2180.345,10043.471
FL04013,9852.874,9784.835,11731.947
FL04014,7637.989,5592.676,7951.232
FL04015,7510.668,487.205,1198.544
FL04016,5304.353,2081.442,1747.958
FL04017,7792.437,1105.823,5584.255
FL04018,4935.941,1480.472,9782.792
FL04019,1772.15,9706.619,7661.359
FL04020,6679.167,4986.888,227.59
FL04021,6207.359,7271.67,5339.861
FL04022,390.447,4579.409,2557.745
FL04023,4121.199,667.188,9922.44
FL04024,7640.032,3581.887,4026.824
FL04025,1017.982,8447.724,11580.352
FL04026,7789.954,6356.118,8679.767
FL04027,7927.443,7855.561,3910.136
FL04028,7014.605,7830.056,2232.453
FL04029,5858.699,2008.013,974.383
FL04030,4001.209,1316.19,4369.385
FL04031,6510.788,4903.264,9695.612
FL04032,4072.735,7798.403,5024.07
FL04033,104.436,9795.99,1077.337
FL04034,7745.578,3092.516,3594.286
FL04035,4572.535,9473.156,2305.687
FL04036,5762.338,5965.341,9350.573
FL04037,4929.198,7078.844,11038.99
FL04038,2625.173,2355.28,8895.246
FL04039,4450.864,8374.299,10447.769
FL04040,6505.599,1039.12,1536.789
FL04041,6058.052,344.341,8257.966
FL04042,3665.083,52.14,126.373
FL04043,5754.355,9450.893,9458.5
FL04044,4043.335,1070.41,6872.818
FL04045,7434.525,6694.053,4370.841
FL04046,502.341,947.863,1097.794
FL04047,1806.773,2985.334,5133.99
FL04048,5665.136,8865.525,11861.045
